population	age	period	sisma_id	snu	psnu	sitename	lat	long	site_nid	clinical_ip	TX_NEW	TX_CURR	TX_PVLS_D	TX_PVLS_N	TX_RET_D	TX_RET_N
HSH	15-19	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	oQhSQA8p0hN	Inhambane	Jangamo	Cumbana CS	-24.14459	35.21785	1080706	EGPAF	0	0	0	0	0	0
Total		2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	44	1344	95	90	29	25
PID	15-19	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	NfDh6zSORrX	Inhambane	Jangamo	Jangamo CS	-24.11105	35.31751	1080707	EGPAF	0	0	0	0	0	0
Total		2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	91	2748	547	486	85	72
PID	15-19	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	1	0	0	0	0
HSH	15-19	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	b7dYpgnGhKG	Inhambane	Mabote	Mabote CS	-22.04047	34.1442	1080806	EGPAF	0	2	0	0	0	0
Total		2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	45	1105	19	19	22	22
PID	15-19	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	XYFLANKJIE3	Inhambane	Mabote	Mussengue CS	-21.8948	34.18742	1080807	EGPAF	0	0	0	0	0	0
Total		2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	31	655	80	71	14	13
PID	15-19	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	XjxdNDwOzHx	Inhambane	Massinga	Cangela CS	-23.42963	35.33751	1080910	EGPAF	0	0	0	0	0	0
Total		2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	19	652	96	83	37	32
PID	15-19	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	rUrRDrnX1uI	Inhambane	Massinga	Chihunze CS	-23.3089	35.28	1080919	EGPAF	0	0	0	0	0	0
Total		2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	32	1247	72	67	45	43
PID	15-19	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	x9o9t1l28H7	Inhambane	Massinga	Inhaloi CS	-23.10088	35.25285	1080915	EGPAF	0	0	0	0	0	0
Total		2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	231	6221	553	509	207	168
PID	15-19	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	1	1	0	0	0	0
MTS	20-24	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	3	19	1	1	2	1
MTS	25+	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	17	118	11	8	10	8
REC	15-19	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	cv5VZB9eiPf	Inhambane	Massinga	Massinga CS	-23.33456	35.38	1080900	EGPAF	0	1	0	0	0	0
Total		2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	38	937	103	98	41	36
PID	15-19	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	dxr1EhQZWzs	Inhambane	Massinga	Muvamba CS	-22.87401	35.30189	1080912	EGPAF	0	0	0	0	0	0
Total		2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	63	1048	20	19	41	40
PID	15-19	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	h4XkAAWAHiB	Inhambane	Massinga	Nhachengue CS	-22.85552	35.18033	1080906	EGPAF	0	0	0	0	0	0
Total		2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	48	1417	212	189	47	31
PID	15-19	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	2	0	0	0	0
REC	15-19	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	mwAMrYSSkYq	Inhambane	Massinga	Rio Das Pedras CS	-23.19469	35.38198	1080913	EGPAF	0	0	0	0	0	0
Total		2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	35	484	18	16	21	21
PID	15-19	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	1	0	0	1	1
REC	15-19	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	igEU9bHdyS0	Inhambane	Maxixe	Bembe CS	-23.866	35.28584	1081011	EGPAF	0	0	0	0	0	0
Total		2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	99	3054	164	160	81	71
PID	15-19	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
MTS	25+	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
REC	15-19	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	A7Ufxcr4R37	Inhambane	Maxixe	Chicuque HR	-23.81758	35.34825	1081000	EGPAF	0	0	0	0	0	0
Total		2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	35	608	77	76	35	31
PID	15-19	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
PID	20-24	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
PID	25+	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
HSH	15-19	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
HSH	20-24	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
HSH	25+	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
MTS	15-19	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
MTS	20-24	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	1	1	1	1	1
MTS	25+	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	4	0	0	3	3
REC	15-19	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
REC	20-24	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
REC	25+	2021-09-01	Cy5YNcfXvW0	Inhambane	Maxixe	Mabil CS	-23.93512	35.29852	1081013	EGPAF	0	0	0	0	0	0
